assessment_version,question_code,facet_code,tag_weight
v1,AQ13_F4_Q002,AQ13_F4,1
v1,AQ13_F4_Q003,AQ13_F4,1
v1,AQ13_F4_Q004,AQ13_F4,1
v1,AQ13_F4_Q005,AQ13_F4,1
v1,AQ13_F5_Q001,AQ13_F5,1
v1,AQ13_F5_Q002,AQ13_F5,1
v1,AQ13_F5_Q003,AQ13_F5,1
v1,AQ13_F5_Q004,AQ13_F5,1
v1,AQ13_F5_Q005,AQ13_F5,1
v1,AQ14_F1_Q001,AQ14_F1,1
v1,AQ14_F1_Q002,AQ14_F1,1
v1,AQ14_F1_Q003,AQ14_F1,1
v1,AQ14_F1_Q004,AQ14_F1,1
v1,AQ14_F1_Q005,AQ14_F1,1
v1,AQ14_F1_Q006,AQ14_F1,1
v1,AQ14_F2_Q001,AQ14_F2,1
v1,AQ14_F2_Q002,AQ14_F2,1
v1,AQ14_F2_Q003,AQ14_F2,1
v1,AQ14_F2_Q004,AQ14_F2,1
v1,AQ14_F2_Q005,AQ14_F2,1
v1,AQ14_F2_Q006,AQ14_F2,1
v1,AQ14_F3_Q001,AQ14_F3,1
v1,AQ14_F3_Q002,AQ14_F3,1
v1,AQ14_F3_Q003,AQ14_F3,1
v1,AQ14_F3_Q004,AQ14_F3,1
v1,AQ14_F3_Q005,AQ14_F3,1
v1,AQ14_F4_Q001,AQ14_F4,1
v1,AQ14_F4_Q002,AQ14_F4,1
v1,AQ14_F4_Q003,AQ14_F4,1
v1,AQ14_F4_Q004,AQ14_F4,1
v1,AQ14_F4_Q005,AQ14_F4,1
v1,AQ14_F5_Q001,AQ14_F5,1
v1,AQ14_F5_Q002,AQ14_F5,1
v1,AQ14_F5_Q003,AQ14_F5,1
v1,AQ14_F5_Q004,AQ14_F5,1
v1,AQ14_F5_Q005,AQ14_F5,1
v1,AQ15_F1_Q001,AQ15_F1,1
v1,AQ15_F1_Q002,AQ15_F1,1
v1,AQ15_F1_Q003,AQ15_F1,1
v1,AQ15_F1_Q004,AQ15_F1,1
v1,AQ15_F1_Q005,AQ15_F1,1
v1,AQ15_F1_Q006,AQ15_F1,1
v1,AQ15_F2_Q001,AQ15_F2,1
v1,AQ15_F2_Q002,AQ15_F2,1
v1,AQ15_F2_Q003,AQ15_F2,1
v1,AQ15_F2_Q004,AQ15_F2,1
v1,AQ15_F2_Q005,AQ15_F2,1
v1,AQ15_F2_Q006,AQ15_F2,1
v1,AQ15_F3_Q001,AQ15_F3,1
v1,AQ15_F3_Q002,AQ15_F3,1
v1,AQ15_F3_Q003,AQ15_F3,1
v1,AQ15_F3_Q004,AQ15_F3,1
v1,AQ15_F3_Q005,AQ15_F3,1
v1,AQ15_F3_Q006,AQ15_F3,1
v1,AQ15_F4_Q001,AQ15_F4,1
v1,AQ15_F4_Q002,AQ15_F4,1
v1,AQ15_F4_Q003,AQ15_F4,1
v1,AQ15_F4_Q004,AQ15_F4,1
v1,AQ15_F4_Q005,AQ15_F4,1
v1,AQ15_F5_Q001,AQ15_F5,1
v1,AQ15_F5_Q002,AQ15_F5,1
v1,AQ15_F5_Q003,AQ15_F5,1
v1,AQ15_F5_Q004,AQ15_F5,1
v1,AQ15_F5_Q005,AQ15_F5,1
v1,AQ16_F1_Q001,AQ16_F1,1
v1,AQ16_F1_Q002,AQ16_F1,1
v1,AQ16_F1_Q003,AQ16_F1,1
v1,AQ16_F1_Q004,AQ16_F1,1
v1,AQ16_F1_Q005,AQ16_F1,1
v1,AQ16_F1_Q006,AQ16_F1,1
v1,AQ16_F2_Q001,AQ16_F2,1
v1,AQ16_F2_Q002,AQ16_F2,1
v1,AQ16_F2_Q003,AQ16_F2,1
v1,AQ16_F2_Q004,AQ16_F2,1
v1,AQ16_F2_Q005,AQ16_F2,1
v1,AQ16_F2_Q006,AQ16_F2,1
v1,AQ16_F3_Q001,AQ16_F3,1
v1,AQ16_F3_Q002,AQ16_F3,1
v1,AQ16_F3_Q003,AQ16_F3,1
v1,AQ16_F3_Q004,AQ16_F3,1
v1,AQ16_F3_Q005,AQ16_F3,1
v1,AQ16_F3_Q006,AQ16_F3,1
v1,AQ16_F4_Q001,AQ16_F4,1
v1,AQ16_F4_Q002,AQ16_F4,1
v1,AQ16_F4_Q003,AQ16_F4,1
v1,AQ16_F4_Q004,AQ16_F4,1
v1,AQ16_F4_Q005,AQ16_F4,1
v1,AQ16_F4_Q006,AQ16_F4,1
v1,AQ16_F5_Q001,AQ16_F5,1
v1,AQ16_F5_Q002,AQ16_F5,1
v1,AQ16_F5_Q003,AQ16_F5,1
v1,AQ16_F5_Q004,AQ16_F5,1
v1,AQ16_F5_Q005,AQ16_F5,1
v1,AQ17_F1_Q001,AQ17_F1,1
v1,AQ17_F1_Q002,AQ17_F1,1
v1,AQ17_F1_Q003,AQ17_F1,1
v1,AQ17_F1_Q004,AQ17_F1,1
v1,AQ17_F1_Q005,AQ17_F1,1
v1,AQ17_F1_Q006,AQ17_F1,1
v1,AQ17_F2_Q001,AQ17_F2,1
v1,AQ17_F2_Q002,AQ17_F2,1
v1,AQ17_F2_Q003,AQ17_F2,1
v1,AQ17_F2_Q004,AQ17_F2,1
v1,AQ17_F2_Q005,AQ17_F2,1
v1,AQ17_F3_Q001,AQ17_F3,1
v1,AQ17_F3_Q002,AQ17_F3,1
v1,AQ17_F3_Q003,AQ17_F3,1
v1,AQ17_F3_Q004,AQ17_F3,1
v1,AQ17_F3_Q005,AQ17_F3,1
v1,AQ17_F4_Q001,AQ17_F4,1
v1,AQ17_F4_Q002,AQ17_F4,1
v1,AQ17_F4_Q003,AQ17_F4,1
v1,AQ17_F4_Q004,AQ17_F4,1
v1,AQ17_F4_Q005,AQ17_F4,1
v1,AQ17_F5_Q001,AQ17_F5,1
v1,AQ17_F5_Q002,AQ17_F5,1
v1,AQ17_F5_Q003,AQ17_F5,1
v1,AQ17_F5_Q004,AQ17_F5,1
v1,AQ17_F5_Q005,AQ17_F5,1
v1,AQ18_F1_Q001,AQ18_F1,1
v1,AQ18_F1_Q002,AQ18_F1,1
v1,AQ18_F1_Q003,AQ18_F1,1
v1,AQ18_F1_Q004,AQ18_F1,1
v1,AQ18_F1_Q005,AQ18_F1,1
v1,AQ18_F1_Q006,AQ18_F1,1
v1,AQ18_F2_Q001,AQ18_F2,1
v1,AQ18_F2_Q002,AQ18_F2,1
v1,AQ18_F2_Q003,AQ18_F2,1
v1,AQ18_F2_Q004,AQ18_F2,1
v1,AQ18_F2_Q005,AQ18_F2,1
v1,AQ18_F2_Q006,AQ18_F2,1
v1,AQ18_F3_Q001,AQ18_F3,1
v1,AQ18_F3_Q002,AQ18_F3,1
v1,AQ18_F3_Q003,AQ18_F3,1
v1,AQ18_F3_Q004,AQ18_F3,1
v1,AQ18_F3_Q005,AQ18_F3,1
v1,AQ18_F3_Q006,AQ18_F3,1
v1,AQ18_F4_Q001,AQ18_F4,1
v1,AQ18_F4_Q002,AQ18_F4,1
v1,AQ18_F4_Q003,AQ18_F4,1
v1,AQ18_F4_Q004,AQ18_F4,1
v1,AQ18_F4_Q005,AQ18_F4,1
v1,AQ18_F4_Q006,AQ18_F4,1
v1,AQ18_F5_Q001,AQ18_F5,1
v1,AQ18_F5_Q002,AQ18_F5,1
v1,AQ18_F5_Q003,AQ18_F5,1
v1,AQ18_F5_Q004,AQ18_F5,1
v1,AQ18_F5_Q005,AQ18_F5,1
v1,AQ19_F1_Q001,AQ19_F1,1
v1,AQ19_F1_Q002,AQ19_F1,1
v1,AQ19_F1_Q003,AQ19_F1,1
v1,AQ19_F1_Q004,AQ19_F1,1
v1,AQ19_F1_Q005,AQ19_F1,1
v1,AQ19_F1_Q006,AQ19_F1,1
v1,AQ19_F2_Q001,AQ19_F2,1
v1,AQ19_F2_Q002,AQ19_F2,1
v1,AQ19_F2_Q003,AQ19_F2,1
v1,AQ19_F2_Q004,AQ19_F2,1
v1,AQ19_F2_Q005,AQ19_F2,1
v1,AQ19_F2_Q006,AQ19_F2,1
v1,AQ19_F3_Q001,AQ19_F3,1
v1,AQ19_F3_Q002,AQ19_F3,1
v1,AQ19_F3_Q003,AQ19_F3,1
v1,AQ19_F3_Q004,AQ19_F3,1
v1,AQ19_F3_Q005,AQ19_F3,1
v1,AQ19_F4_Q001,AQ19_F4,1
v1,AQ19_F4_Q002,AQ19_F4,1
v1,AQ19_F4_Q003,AQ19_F4,1
v1,AQ19_F4_Q004,AQ19_F4,1
v1,AQ19_F4_Q005,AQ19_F4,1
v1,AQ19_F5_Q001,AQ19_F5,1
v1,AQ19_F5_Q002,AQ19_F5,1
v1,AQ19_F5_Q003,AQ19_F5,1
v1,AQ19_F5_Q004,AQ19_F5,1
v1,AQ19_F5_Q005,AQ19_F5,1
v1,AQ20_F1_Q001,AQ20_F1,1
v1,AQ20_F1_Q002,AQ20_F1,1
v1,AQ20_F1_Q003,AQ20_F1,1
v1,AQ20_F1_Q004,AQ20_F1,1
v1,AQ20_F1_Q005,AQ20_F1,1
v1,AQ20_F1_Q006,AQ20_F1,1
v1,AQ20_F2_Q001,AQ20_F2,1
v1,AQ20_F2_Q002,AQ20_F2,1
v1,AQ20_F2_Q003,AQ20_F2,1
v1,AQ20_F2_Q004,AQ20_F2,1
v1,AQ20_F2_Q005,AQ20_F2,1
v1,AQ20_F2_Q006,AQ20_F2,1
v1,AQ20_F3_Q001,AQ20_F3,1
v1,AQ20_F3_Q002,AQ20_F3,1
v1,AQ20_F3_Q003,AQ20_F3,1
v1,AQ20_F3_Q004,AQ20_F3,1
v1,AQ20_F3_Q005,AQ20_F3,1
v1,AQ20_F3_Q006,AQ20_F3,1
v1,AQ20_F4_Q001,AQ20_F4,1
v1,AQ20_F4_Q002,AQ20_F4,1
v1,AQ20_F4_Q003,AQ20_F4,1
v1,AQ20_F4_Q004,AQ20_F4,1
v1,AQ20_F4_Q005,AQ20_F4,1
v1,AQ20_F5_Q001,AQ20_F5,1
v1,AQ20_F5_Q002,AQ20_F5,1
v1,AQ20_F5_Q003,AQ20_F5,1
v1,AQ20_F5_Q004,AQ20_F5,1
v1,AQ20_F5_Q005,AQ20_F5,1
v1,AQ21_F1_Q001,AQ21_F1,1
v1,AQ21_F1_Q002,AQ21_F1,1
v1,AQ21_F1_Q003,AQ21_F1,1
v1,AQ21_F1_Q004,AQ21_F1,1
v1,AQ21_F1_Q005,AQ21_F1,1
v1,AQ21_F1_Q006,AQ21_F1,1
v1,AQ21_F2_Q001,AQ21_F2,1
v1,AQ21_F2_Q002,AQ21_F2,1
v1,AQ21_F2_Q003,AQ21_F2,1
v1,AQ21_F2_Q004,AQ21_F2,1
v1,AQ21_F2_Q005,AQ21_F2,1
v1,AQ21_F2_Q006,AQ21_F2,1
v1,AQ21_F3_Q001,AQ21_F3,1
v1,AQ21_F3_Q002,AQ21_F3,1
v1,AQ21_F3_Q003,AQ21_F3,1
v1,AQ21_F3_Q004,AQ21_F3,1
v1,AQ21_F3_Q005,AQ21_F3,1
v1,AQ21_F3_Q006,AQ21_F3,1
v1,AQ21_F4_Q001,AQ21_F4,1
v1,AQ21_F4_Q002,AQ21_F4,1
v1,AQ21_F4_Q003,AQ21_F4,1
v1,AQ21_F4_Q004,AQ21_F4,1
v1,AQ21_F4_Q005,AQ21_F4,1
v1,AQ21_F5_Q001,AQ21_F5,1
v1,AQ21_F5_Q002,AQ21_F5,1
v1,AQ21_F5_Q003,AQ21_F5,1
v1,AQ21_F5_Q004,AQ21_F5,1
v1,AQ21_F5_Q005,AQ21_F5,1
v1,AQ22_F1_Q001,AQ22_F1,1
v1,AQ22_F1_Q002,AQ22_F1,1
v1,AQ22_F1_Q003,AQ22_F1,1
v1,AQ22_F1_Q004,AQ22_F1,1
v1,AQ22_F1_Q005,AQ22_F1,1
v1,AQ22_F1_Q006,AQ22_F1,1
v1,AQ22_F2_Q001,AQ22_F2,1
v1,AQ22_F2_Q002,AQ22_F2,1
v1,AQ22_F2_Q003,AQ22_F2,1
v1,AQ22_F2_Q004,AQ22_F2,1
v1,AQ22_F2_Q005,AQ22_F2,1
v1,AQ22_F2_Q006,AQ22_F2,1
v1,AQ22_F3_Q001,AQ22_F3,1
v1,AQ22_F3_Q002,AQ22_F3,1
v1,AQ22_F3_Q003,AQ22_F3,1
v1,AQ22_F3_Q004,AQ22_F3,1
v1,AQ22_F3_Q005,AQ22_F3,1
v1,AQ22_F4_Q001,AQ22_F4,1
v1,AQ22_F4_Q002,AQ22_F4,1
v1,AQ22_F4_Q003,AQ22_F4,1
v1,AQ22_F4_Q004,AQ22_F4,1
v1,AQ22_F4_Q005,AQ22_F4,1
v1,AQ22_F5_Q001,AQ22_F5,1
v1,AQ22_F5_Q002,AQ22_F5,1
v1,AQ22_F5_Q003,AQ22_F5,1
v1,AQ22_F5_Q004,AQ22_F5,1
v1,AQ22_F5_Q005,AQ22_F5,1
v1,AQ23_F1_Q001,AQ23_F1,1
v1,AQ23_F1_Q002,AQ23_F1,1
v1,AQ23_F1_Q003,AQ23_F1,1
v1,AQ23_F1_Q004,AQ23_F1,1
v1,AQ23_F1_Q005,AQ23_F1,1
v1,AQ23_F1_Q006,AQ23_F1,1
v1,AQ23_F2_Q001,AQ23_F2,1
v1,AQ23_F2_Q002,AQ23_F2,1
v1,AQ23_F2_Q003,AQ23_F2,1
v1,AQ23_F2_Q004,AQ23_F2,1
v1,AQ23_F2_Q005,AQ23_F2,1
v1,AQ23_F2_Q006,AQ23_F2,1
v1,AQ23_F3_Q001,AQ23_F3,1
v1,AQ23_F3_Q002,AQ23_F3,1
v1,AQ23_F3_Q003,AQ23_F3,1
v1,AQ23_F3_Q004,AQ23_F3,1
v1,AQ23_F3_Q005,AQ23_F3,1
v1,AQ23_F4_Q001,AQ23_F4,1
v1,AQ23_F4_Q002,AQ23_F4,1
v1,AQ23_F4_Q003,AQ23_F4,1
v1,AQ23_F4_Q004,AQ23_F4,1
v1,AQ23_F4_Q005,AQ23_F4,1
v1,AQ23_F5_Q001,AQ23_F5,1
v1,AQ23_F5_Q002,AQ23_F5,1
v1,AQ23_F5_Q003,AQ23_F5,1
v1,AQ23_F5_Q004,AQ23_F5,1
v1,AQ23_F5_Q005,AQ23_F5,1
v1,AQ24_F1_Q001,AQ24_F1,1
v1,AQ24_F1_Q002,AQ24_F1,1
v1,AQ24_F1_Q003,AQ24_F1,1
v1,AQ24_F1_Q004,AQ24_F1,1
v1,AQ24_F1_Q005,AQ24_F1,1
v1,AQ24_F2_Q001,AQ24_F2,1
v1,AQ24_F2_Q002,AQ24_F2,1
v1,AQ24_F2_Q003,AQ24_F2,1
v1,AQ24_F2_Q004,AQ24_F2,1
v1,AQ24_F2_Q005,AQ24_F2,1
v1,AQ24_F2_Q006,AQ24_F2,1
v1,AQ24_F3_Q001,AQ24_F3,1
v1,AQ24_F3_Q002,AQ24_F3,1
v1,AQ24_F3_Q003,AQ24_F3,1
v1,AQ24_F3_Q004,AQ24_F3,1
v1,AQ24_F3_Q005,AQ24_F3,1
v1,AQ24_F3_Q006,AQ24_F3,1
v1,AQ24_F4_Q001,AQ24_F4,1
v1,AQ24_F4_Q002,AQ24_F4,1
v1,AQ24_F4_Q003,AQ24_F4,1
v1,AQ24_F4_Q004,AQ24_F4,1
v1,AQ24_F4_Q005,AQ24_F4,1
v1,AQ24_F5_Q001,AQ24_F5,1
v1,AQ24_F5_Q002,AQ24_F5,1
v1,AQ24_F5_Q003,AQ24_F5,1
v1,AQ24_F5_Q004,AQ24_F5,1
v1,AQ24_F5_Q005,AQ24_F5,1
v1,AQ25_F1_Q001,AQ25_F1,1
v1,AQ25_F1_Q002,AQ25_F1,1
v1,AQ25_F1_Q003,AQ25_F1,1
v1,AQ25_F1_Q004,AQ25_F1,1
v1,AQ25_F1_Q005,AQ25_F1,1
v1,AQ25_F1_Q006,AQ25_F1,1
v1,AQ25_F2_Q001,AQ25_F2,1
v1,AQ25_F2_Q002,AQ25_F2,1
v1,AQ25_F2_Q003,AQ25_F2,1
v1,AQ25_F2_Q004,AQ25_F2,1
v1,AQ25_F2_Q005,AQ25_F2,1
v1,AQ25_F2_Q006,AQ25_F2,1
v1,AQ25_F3_Q001,AQ25_F3,1
v1,AQ25_F3_Q002,AQ25_F3,1
v1,AQ25_F3_Q003,AQ25_F3,1
v1,AQ25_F3_Q004,AQ25_F3,1
v1,AQ25_F3_Q005,AQ25_F3,1
v1,AQ25_F4_Q001,AQ25_F4,1
v1,AQ25_F4_Q002,AQ25_F4,1
v1,AQ25_F4_Q003,AQ25_F4,1
v1,AQ25_F4_Q004,AQ25_F4,1
v1,AQ25_F4_Q005,AQ25_F4,1
v1,AQ25_F5_Q001,AQ25_F5,1
v1,AQ25_F5_Q002,AQ25_F5,1
v1,AQ25_F5_Q003,AQ25_F5,1
v1,AQ25_F5_Q004,AQ25_F5,1
v1,AQ25_F5_Q005,AQ25_F5,1
